"","score","text","polarity"
"1832",0,"RT @SinghPramod2784: Sir! Sharad Pawar voted in South Mumbai Lok Sabha seat &amp; there was no @BJP4India candidate here as seat has gone to Sh…","neutral"
"1833",0,"@NewIndi69270462 @Let_us_express @BJP4India @MohanMoun @Tandav9 @tweetofkt See the date of updation https://t.co/S9xgfbLmI3","neutral"
"1834",1,"RT @blsanthosh: The famous vacation of a PM ... Shameless @INCIndia argues that a PM is entitled for these trips .... Congress Mukt Bharath…","positive"
"1835",-1,"RT @AnkitLal: .@AamAadmiParty sends legal notice to @BJP4India and it's East Delhi candidate @GautamGambhir over derogatory content in pamp…","negative"
"1836",0,"@BJP4India First of all The Official jargon in Aadhar Card is ""Aam Aadmi"".  Kejriwal and Nandan Nilakeni team were… https://t.co/41vcgiFJ6e","neutral"
"1837",0,"BJP REMEMBER 1984 SIKH MASSACRE TODAY TO BEG VOTE OF SIKHS. BUT INDIANS KNOW THIS VERY WELL. PEOPLE WANT TO KNOW WH… https://t.co/zpSambaIVU","neutral"
"1838",0,"@blsanthosh @surnell @INCIndia @BJP4India @KiranKS @TimesNow Amitabh and Ajitabh Bachchan on INS Rajiv Party and So… https://t.co/54n7pTgqbx","neutral"
"1839",0,"RT @INCIndia: Just let us know the dates of PM's press conference, we'll do a special screening. https://t.co/zbzULx6LGd","neutral"
"1840",0,"@BJP4India @AmitShah @ZeeNewsHindi @indiatvnews
@AamAadmiParty @ArvindKejriwal
@INCIndia @Mayawati @MamataOfficial… https://t.co/hP1OqVyRS5","neutral"
"1841",-2,"@RiaRevealed @BJP4India @narendramodi Nothing but just fake promises, hatred towards each other amongst people, poi… https://t.co/hqB7QLpCcH","negative"
"1842",-1,"RT @BJP4India: We don't just promise, we deliver.

Promise: Reducing the burden of books on children without compromising on quality educat…","negative"
"1843",0,"Have you noticed how new controversies are coming up at regular intervals to keep the focus away from the real issu… https://t.co/eMcejRSUfA","neutral"
"1844",0,"@MajorPoonia @narendramodi @BJP4India What has congress to offer,scams and gotalas.","neutral"
"1845",0,"RT @kaushalgovil: For #CheatedHomeBuyers in NCR
- Ghar is Rastrawaad
- Ghar is Nyay
- Ghar is mati-manush
- Ghar is key agenda

Ghar dilao…","neutral"
"1846",0,"Fake NEWS - Sir! Sharad Pawar voted in South Mumbai Lok Sabha seat &amp; there was no @BJP4India candidate here as seat… https://t.co/nTCJ3EylHm","neutral"
"1847",1,"RT @Ramesh_BJP: #JitegaModiJitegaBharat
#TimeMagazine
#IStandWithGambhir 
A first time voter is clear in her view on why she is going to vo…","positive"
"1848",1,"@Sunil_Deodhar @BJP4India She is a Didler...
Am I correct Mr. @theskindoctor13 ?
#Didler","positive"
"1849",0,"RT @Sunil_Deodhar: In the past, she has branded students who question her goons as 'naxalites'! Is this how a democratically elected  CM re…","neutral"
"1850",-2,"RT @IrshadAdv15: .@AamAadmiParty legal notice to @BJP4India &amp; @GautamGambhir defamatory statements about the derogatory pamphlet about @Ati…","negative"
"1851",2,"BJP again because
Congress's MP didn't work from 15 year even when cong. has central gov.
1. Look work at region wh… https://t.co/uLIdf6VzYx","positive"
"1852",-1,"RT @anusha_r1: @Tejasvi_Surya Tweeting isn't enough! And condemnation wouldn't change anything. She got arrested for posting a meme!!!!! So…","negative"
"1853",2,"@danieljohnpaul @jaavedjaaferi @BJP4India @GautamGambhir @pbhushan1 You knw, in law things work really very fine an… https://t.co/FOjNYCbqmF","positive"
"1854",0,"@Devarya @TIME https://t.co/2thBJSeOw2
As you can the idea is not even original and it's a Pakistani possibly tooti… https://t.co/YSCQEg1MzA","neutral"
"1855",1,"RT @rajeevsinghrrk: @rameshbidhuri @BJP4India @BJP4Delhi Sir we r also working door to door to vote for u to win @narendramodi ji, jai hi j…","positive"
"1856",0,"RT @priteshmjain999: @harbhajan_singh @GautamGambhir He is too naive...he shldn't have joined politics, as political ppl dont have characte…","neutral"
"1857",-2,"@The_NehaJoshi @_sabanaqvi When @AamAadmiParty has no proof, the onus of finding the guilty lies with them. In your… https://t.co/sEHeUCE4uS","negative"
"1858",-2,"RT @Sunil_Deodhar: Her worst nightmare is set to become true on 23rd May when @BJP4India comes back to power with largest ever seats from W…","negative"
"1859",0,"RT @rajeev_mp: The last 5 yrs @narendramodi has done more to #SecureIndia n for the cause of our VETERANS n our ARMED FORCES thn all govts…","neutral"
"1860",0,"RT @BJP4India: BJP crosses the milestone of 11 million followers on Twitter. Thank you for your support. #JitegaModiJitegaBharat https://t.…","neutral"
"1861",-2,"RT @RavinarIN: Dear dumb spokies and supporters of @BJP4India on @Republic... Why in hell are you demanding ""Sack Pitroda""?.. Are you that…","negative"
"1862",0,"@_YogendraYadav @AtishiAAP @IndiaToday @ArvindKejriwal @GautamGambhir https://t.co/n6EsnjFRsN  @GautamGambhir… https://t.co/JGLYzsqEFs","neutral"
"1863",1,"Seeing so many celebrities / influencers come in support of @GautamGambhir makes me think @BJP4India has paid them all.","positive"
"1864",0,"@RajivPratapRudy @BJP4India @BJP4Bihar @BJP4Chapra All the best 👍🏻 for an overwhelming win......😊","neutral"
"1865",-2,"RT @Sunil_Deodhar: Her worst nightmare is set to become true on 23rd May when @BJP4India comes back to power with largest ever seats from W…","negative"
"1866",-2,"RT @Sunil_Deodhar: Her worst nightmare is set to become true on 23rd May when @BJP4India comes back to power with largest ever seats from W…","negative"
"1867",0,"RT @SinghPramod2784: Sir! Sharad Pawar voted in South Mumbai Lok Sabha seat &amp; there was no @BJP4India candidate here as seat has gone to Sh…","neutral"
"1868",1,"RT @agraharishivam7: Where is the freedom of expression gang? #ISupportPriyankaSharma @BJP4India https://t.co/D4m2gREpuu","positive"
"1869",0,"RT @Sunil_Deodhar: In the past, she has branded students who question her goons as 'naxalites'! Is this how a democratically elected  CM re…","neutral"
"1870",2,"RT @madhukishwar: I pray for success of @drharshvardhan among the finest leaders @BJP4India has produced. Always accessible, always helpful…","positive"
"1871",0,"@MadhuriKalal @BJP4India @Zee_Hindustan She should not come again. No place for stars in politics.","neutral"
"1872",0,"RT @NewsroomPostCom: Watch, what North East Delhi thinks about @AamAadmiParty and Delhi CM Arvind Kejriwal #LokSabhaElection2019 @INCIndia…","neutral"
"1873",0,"@shaziailmi @BJP4India Aap is used to it. Remember that Sarvjeet vs Jasleen case. That was backed by AAP too.","neutral"
"1874",0,"RT @SinghPramod2784: Sir! Sharad Pawar voted in South Mumbai Lok Sabha seat &amp; there was no @BJP4India candidate here as seat has gone to Sh…","neutral"
"1875",0,"RT @Sunil_Deodhar: In the past, she has branded students who question her goons as 'naxalites'! Is this how a democratically elected  CM re…","neutral"
"1876",0,"@iashutosh23 @squintneon @BJP4India @iKapoorSid @GuptaJiUPWale @iPurohitHarshal @dhaval8456 @Dhavalbhayani40 The ne… https://t.co/BjOaonlN4O","neutral"
"1877",-2,"RT @priteshmjain999: @Bhaarat51654583 @BJP4India Arre liar bhakht, stop lying to urself, look in the mirror what ur kings have done to this…","negative"
"1878",-1,".@AamAadmiParty sends legal notice to @BJP4India and it's East Delhi candidate @GautamGambhir over derogatory conte… https://t.co/anHD99bop3","negative"
"1879",0,"@sampitroda hua tho hua koi matlab ka nahi hua. If this is how you advise @RahulGandhi then it is obvious he is wha… https://t.co/Az35ww9Tmc","neutral"
"1880",0,"RT @Sunil_Deodhar: In the past, she has branded students who question her goons as 'naxalites'! Is this how a democratically elected  CM re…","neutral"
"1881",-1,"RT @anusha_r1: @Tejasvi_Surya Tweeting isn't enough! And condemnation wouldn't change anything. She got arrested for posting a meme!!!!! So…","negative"
"1882",0,"@Tandav9 @NewIndi69270462 @BJP4India @MohanMoun @bhartiya27 @tweetofkt @RahulGandhi What merits?
You need proof to… https://t.co/Kj6U18MRDG","neutral"
"1883",0,"RT @AnkitLal: It's been almost hour and half the embargo period for Delhi Lok Sabha polls has started.

All parties and candidates ask supp…","neutral"
"1884",-1,"@BJP4India You are cheated with student.
You are dog.","negative"
"1885",-1,"RT @ZeeNews: #ModiOnZee: Don’t miss PM Narendra Modi’s ‘pure political’ interview with @sudhirchaudhary
tonight at 8 PM only on @ZeeNews 
@…","negative"
"1886",0,"RT @ZeeNews: BJP will get majority in Lok Sabha elections, says PM Narendra Modi in an exclusive conversation with @sudhirchaudhary
MUST WA…","neutral"
"1887",0,"RT @ZeeNews: #ModiOnZee: War is not a solution to any problem, says PM Narendra Modi in an exclusive interview with @sudhirchaudhary 
Watch…","neutral"
"1888",-1,"RT @BJP4India: It’s on record of Nanavati Commission that probed the 1984 anti-Sikh riots, the biggest genocide of India in which the gover…","negative"
"1889",0,"RT @thewire_in: While it is yet to be established who authored the pamphlet against @AtishiAAP, the language the pamphlet uses resonates wi…","neutral"
"1890",0,"@Jakie53750680 @BJP4India Do saal pehle issi magazine ne ""person of the year"" declare kiya tha modi ko 

Check kar lo bhale hi.","neutral"
"1891",-1,"RT @AnkitLal: .@AamAadmiParty sends legal notice to @BJP4India and it's East Delhi candidate @GautamGambhir over derogatory content in pamp…","negative"
"1892",0,"RT @SinghPramod2784: Sir! Sharad Pawar voted in South Mumbai Lok Sabha seat &amp; there was no @BJP4India candidate here as seat has gone to Sh…","neutral"
"1893",0,"RT @BJP4India: BJP crosses the milestone of 11 million followers on Twitter. Thank you for your support. #JitegaModiJitegaBharat https://t.…","neutral"
"1894",-1,"RT @Abhi_4_Nation: Let me confirm and put my Done and Dusted tweet for Yadav Dynasty in #LS2019
1. @yadavakhilesh is losing Azamgarh 
2. Di…","negative"
"1895",-1,"RT @BJP4India: We don't just promise, we deliver.

Promise: Reducing the burden of books on children without compromising on quality educat…","negative"
"1896",1,"RT @agraharishivam7: Where is the freedom of expression gang? #ISupportPriyankaSharma @BJP4India https://t.co/D4m2gREpuu","positive"
"1897",0,"RT @madhukishwar: Surprising that SM warriors of @BJP4India have not come out strongly in defence of @TrueIndology .If this hounding took p…","neutral"
"1898",-1,"@shaziailmi @nocountry4women @BJP4India Nothing surprising and shameful for them.Their leader tried these tricks in… https://t.co/nbOS1KPv46","negative"
"1899",-1,"RT @BJP4India: Rahul Gandhi's mentor Sam Pitroda justifying Sikh genocide of 1984. https://t.co/9vL9aBIB6g","negative"
"1900",0,"RT @Sunil_Deodhar: In the past, she has branded students who question her goons as 'naxalites'! Is this how a democratically elected  CM re…","neutral"
"1901",0,"@kamaalrkhan @BJP4India @RSSorg please note","neutral"
"1902",-2,"Her worst nightmare is set to become true on 23rd May when @BJP4India comes back to power with largest ever seats f… https://t.co/YXk6TbHlQT","negative"
"1903",-1,"@MadhuMishra_ @narendramodi @BJP4India Perfectly Looking Like Veerappan.
Scumbags generally looks worst in their fa… https://t.co/CJjDWjzHBs","negative"
"1904",0,"Two person on Mission ...
@narendramodi and @RahulGandhi.
@narendramodi is ensuring #JitegaModiJitegaBharat and… https://t.co/P6CXzKvxWX","neutral"
"1905",0,"RT @BJP4India: BJP crosses the milestone of 11 million followers on Twitter. Thank you for your support. #JitegaModiJitegaBharat https://t.…","neutral"
"1906",0,"RT @Sunil_Deodhar: In the past, she has branded students who question her goons as 'naxalites'! Is this how a democratically elected  CM re…","neutral"
"1907",0,"@tweetkundan @GautamGambhir @BJP4India Batting with a runner?","neutral"
"1908",-2,"RT @AlokSoni25: not 1st time INC  orchestrated holocaust.Brahmin genocide in aftermath of Gandhi assassination;Killing Anticow slaughter Hi…","negative"
"1909",0,"In the past, she has branded students who question her goons as 'naxalites'! Is this how a democratically elected… https://t.co/Y1yCFYZp4v","neutral"
"1910",1,"RT @shail292k6: @NewShiningIndia @ctex108 @TIME @BJP4India the author is son of a pakistani politician... now we know how fair this article…","positive"
"1911",0,"RT @INCIndia: Just let us know the dates of PM's press conference, we'll do a special screening. https://t.co/zbzULx6LGd","neutral"
"1912",-1,"RT @BJP4India: Rahul Gandhi's mentor Sam Pitroda justifying Sikh genocide of 1984. https://t.co/9vL9aBIB6g","negative"
"1913",0,"RT @Saurabhsherry: #LokSabhaElections2019: In #Azamgarh, @yadavakhilesh hopes to hand 'embarrassing defeat' to @BJP4India, says city has 's…","neutral"
"1914",-1,"RT @SarcasticRofl: @BJP4India I found these pics, trying hard to calculate year, can you please help https://t.co/XHjxawGpG0","negative"
"1915",0,"RT @BJP4India: BJP crosses the milestone of 11 million followers on Twitter. Thank you for your support. #JitegaModiJitegaBharat https://t.…","neutral"
"1916",0,"RT @INCIndia: Just let us know the dates of PM's press conference, we'll do a special screening. https://t.co/zbzULx6LGd","neutral"
"1917",0,"@tripathi_619 @jaavedjaaferi @BJP4India @GautamGambhir @pbhushan1 what if! This is what is it is, don't go around l… https://t.co/GCz9fBBEUE","neutral"
"1918",2,"#BoycottTimeMagazine for defaming our beloved PM. 
Those who support this, RT
@BJP4India 
@jayati_patel1 
@GautamGambhir","positive"
"1919",0,"@harbhajan_singh @GautamGambhir He is too naive...he shldn't have joined politics, as political ppl dont have chara… https://t.co/3TJQeftyTp","neutral"
"1920",0,"@drsuhask @Outlookindia @yadavtejashwi @narendramodi @BJP4India @arunjaitley @Dev_Fadnavis @PrakashJavdekar… https://t.co/UAmMzdChin","neutral"
"1921",1,"Five BJP  leaders I like :

@smritiirani 
@SushmaSwaraj
@Ra_THORe 
@PiyushGoyal 
@Dev_Fadnavis

Three @BJP4India le… https://t.co/CpOi8fsNm7","positive"
"1922",-1,"@RAgnisharma @basheerINC @BJP4India Tell your #pappu also to manufacture any type of interview..
Feel sorry for him… https://t.co/d8zjZvIWGE","negative"
"1923",0,"@deepakbhx @Rahuljain094 @nandtara @ianbremmer @TIME @narendramodi @INCIndia @BJP4India @mihirssharma @arunjaitley… https://t.co/VKZNGXkO18","neutral"
"1924",0,"@yadavdimples @yadavakhilesh @BJP4India He actually made that for your husband ....He need it after results 😂😂🤣… https://t.co/pTWn1otuWb","neutral"
"1925",1,"RT @agraharishivam7: Where is the freedom of expression gang? #ISupportPriyankaSharma @BJP4India https://t.co/D4m2gREpuu","positive"
"1926",0,"RT @rajeev_mp: The last 5 yrs @narendramodi has done more to #SecureIndia n for the cause of our VETERANS n our ARMED FORCES thn all govts…","neutral"
"1927",-1,"RT @anusha_r1: @Tejasvi_Surya Tweeting isn't enough! And condemnation wouldn't change anything. She got arrested for posting a meme!!!!! So…","negative"
"1928",-1,"Strange! Who is speaking and when ? When @TIME @TheEconomist articles OR souls of lynched and raped kids and women… https://t.co/lhANz3UcT2","negative"
"1929",1,"RT @HemantSorenJMM: Dear @PMOIndia @narendramodi ji, Many Congratulations. You have made all of us proud with your coveted title of ""Divide…","positive"
"1930",0,"Hey @VVSLaxman281 nothing to be surprised.. it's @BJP4India ... https://t.co/Ke8ePpkqYW","neutral"
"1931",0,"@MyNation @KapilMishra_IND @RS_swaraj @BJP4India छा गए गुरु।
@ArvindKejriwal is a real Fraud-E-Azam of India.","neutral"
"1932",-1,"@BJP4India @AmitShah Happy to see poor person's plane.","negative"
"1933",0,"RT @Dayweekaa: Yesterday PM Modi in his interview to Zee explained his policy vis-á-vis Pakistan sponsored terrorism.

Can we expect such c…","neutral"
"1934",-1,"RT @Prof_Hariom: Latest from #Karnataka 

#Gowda Government in danger

#Congress on the verge of extinction

"" @RahulGandhi 's 20 MLAs
 cou…","negative"
"1935",1,"@rameshbidhuri @BJP4India @BJP4Delhi Sir we r also working door to door to vote for u to win @narendramodi ji, jai… https://t.co/zWvIHZVUEI","positive"
"1936",-1,"RT @AnkitLal: .@AamAadmiParty sends legal notice to @BJP4India and it's East Delhi candidate @GautamGambhir over derogatory content in pamp…","negative"
"1937",-1,"RT @anusha_r1: @Tejasvi_Surya Tweeting isn't enough! And condemnation wouldn't change anything. She got arrested for posting a meme!!!!! So…","negative"
